id,allocation_run_id,gender_group,compatibility_score,members,room_number
Room 3065,run_adf91595,Male_Mechanical_Yr1st Year,0.9911,"Student_d206a6b6::student_d206a6b6@example.com::Mechanical::1st Year,Student_b781cc9a::student_b781cc9a@example.com::Mechanical::1st Year,Student_001eb8f1::student_001eb8f1@example.com::Mechanical::1st Year",
Room 3066,run_adf91595,Male_Mechanical_Yr1st Year,0.9911,"Student_0dfacd8c::student_0dfacd8c@example.com::Mechanical::1st Year,Student_4a4c142f::student_4a4c142f@example.com::Mechanical::1st Year,Student_a8a47f77::student_a8a47f77@example.com::Mechanical::1st Year",
Room 3067,run_adf91595,Male_Mechanical_Yr1st Year,0.991,"Student_710dfa99::student_710dfa99@example.com::Mechanical::1st Year,Student_4fd164ba::student_4fd164ba@example.com::Mechanical::1st Year,Student_7716380d::student_7716380d@example.com::Mechanical::1st Year",
Room 3068,run_adf91595,Male_Mechanical_Yr1st Year,0.991,"Student_4ad3be14::student_4ad3be14@example.com::Mechanical::1st Year,Student_283f8ccb::student_283f8ccb@example.com::Mechanical::1st Year,Student_ae323dad::student_ae323dad@example.com::Mechanical::1st Year",
Room 3069,run_adf91595,Male_Mechanical_Yr1st Year,0.9909,"Student_6051b0ab::student_6051b0ab@example.com::Mechanical::1st Year,Student_3919b04c::student_3919b04c@example.com::Mechanical::1st Year,Student_478f6270::student_478f6270@example.com::Mechanical::1st Year",
Room 3070,run_adf91595,Male_Mechanical_Yr1st Year,0.9909,"Student_f6eefa23::student_f6eefa23@example.com::Mechanical::1st Year,Student_b1470335::student_b1470335@example.com::Mechanical::1st Year,Student_23e0210a::student_23e0210a@example.com::Mechanical::1st Year",
Room 3071,run_adf91595,Male_Mechanical_Yr1st Year,0.9907,"Student_f22b6fa4::student_f22b6fa4@example.com::Mechanical::1st Year,Student_f2153e62::student_f2153e62@example.com::Mechanical::1st Year,Student_613cba2a::student_613cba2a@example.com::Mechanical::1st Year",
Room 3072,run_adf91595,Male_Mechanical_Yr1st Year,0.9905,"Student_1ca24dfa::student_1ca24dfa@example.com::Mechanical::1st Year,Student_6d57e531::student_6d57e531@example.com::Mechanical::1st Year,Student_fcb838c4::student_fcb838c4@example.com::Mechanical::1st Year",
Room 3073,run_adf91595,Male_Mechanical_Yr1st Year,0.9902,"Student_be5f4844::student_be5f4844@example.com::Mechanical::1st Year,Student_3bf653c5::student_3bf653c5@example.com::Mechanical::1st Year,Student_fa06c1d2::student_fa06c1d2@example.com::Mechanical::1st Year",
Room 3074,run_adf91595,Male_Mechanical_Yr1st Year,0.9901,"Student_dc5ab969::student_dc5ab969@example.com::Mechanical::1st Year,Student_0fcf75ec::student_0fcf75ec@example.com::Mechanical::1st Year,Student_dc61b323::student_dc61b323@example.com::Mechanical::1st Year",
Room 3075,run_adf91595,Male_Mechanical_Yr1st Year,0.9899,"Student_3e006091::student_3e006091@example.com::Mechanical::1st Year,Student_a7d40847::student_a7d40847@example.com::Mechanical::1st Year,Student_d98c9e12::student_d98c9e12@example.com::Mechanical::1st Year",
Room 3076,run_adf91595,Male_Mechanical_Yr1st Year,0.9898,"Student_f7f42a1b::student_f7f42a1b@example.com::Mechanical::1st Year,Student_cc3a4670::student_cc3a4670@example.com::Mechanical::1st Year,Student_db1cffdd::student_db1cffdd@example.com::Mechanical::1st Year",
Room 3077,run_adf91595,Male_Mechanical_Yr1st Year,0.9897,"Student_591db402::student_591db402@example.com::Mechanical::1st Year,Student_2a442751::student_2a442751@example.com::Mechanical::1st Year,Student_fe293687::student_fe293687@example.com::Mechanical::1st Year",
Room 3078,run_adf91595,Male_Mechanical_Yr1st Year,0.9894,"Student_c0c34c48::student_c0c34c48@example.com::Mechanical::1st Year,Student_0838f028::student_0838f028@example.com::Mechanical::1st Year,Student_457a5a98::student_457a5a98@example.com::Mechanical::1st Year",
Room 3079,run_adf91595,Male_Mechanical_Yr1st Year,0.9894,"Student_879f2b24::student_879f2b24@example.com::Mechanical::1st Year,Student_acd8976d::student_acd8976d@example.com::Mechanical::1st Year,Student_3ed08ea6::student_3ed08ea6@example.com::Mechanical::1st Year",
Room 3080,run_adf91595,Male_Mechanical_Yr1st Year,0.9892,"Student_1e7211c0::student_1e7211c0@example.com::Mechanical::1st Year,Student_5aec073e::student_5aec073e@example.com::Mechanical::1st Year,Student_d37dba25::student_d37dba25@example.com::Mechanical::1st Year",
Room 3081,run_adf91595,Male_Mechanical_Yr1st Year,0.9891,"Student_c5318ad3::student_c5318ad3@example.com::Mechanical::1st Year,Student_8e7d7385::student_8e7d7385@example.com::Mechanical::1st Year,Student_c36d17f2::student_c36d17f2@example.com::Mechanical::1st Year",
Room 3082,run_adf91595,Male_Mechanical_Yr1st Year,0.9891,"Student_1abb040e::student_1abb040e@example.com::Mechanical::1st Year,Student_105dc085::student_105dc085@example.com::Mechanical::1st Year,Student_59450a27::student_59450a27@example.com::Mechanical::1st Year",
Room 3083,run_adf91595,Male_Mechanical_Yr1st Year,0.9887,"Student_81134a80::student_81134a80@example.com::Mechanical::1st Year,Student_d13c21fc::student_d13c21fc@example.com::Mechanical::1st Year,Student_b141a318::student_b141a318@example.com::Mechanical::1st Year",
Room 3084,run_adf91595,Male_Mechanical_Yr1st Year,0.9887,"Student_b51ac51f::student_b51ac51f@example.com::Mechanical::1st Year,Student_40d17524::student_40d17524@example.com::Mechanical::1st Year,Student_5d9573d0::student_5d9573d0@example.com::Mechanical::1st Year",
Room 3085,run_adf91595,Male_Mechanical_Yr1st Year,0.9887,"Student_5aceb27a::student_5aceb27a@example.com::Mechanical::1st Year,Student_004919d6::student_004919d6@example.com::Mechanical::1st Year,Student_3d34f918::student_3d34f918@example.com::Mechanical::1st Year",
Room 3086,run_adf91595,Male_Mechanical_Yr1st Year,0.9885,"Student_dcaa2654::student_dcaa2654@example.com::Mechanical::1st Year,Student_bd49f885::student_bd49f885@example.com::Mechanical::1st Year,Student_f1ee1657::student_f1ee1657@example.com::Mechanical::1st Year",
Room 3087,run_adf91595,Male_Mechanical_Yr1st Year,0.9885,"Student_26ce12bc::student_26ce12bc@example.com::Mechanical::1st Year,Student_74f4e8ee::student_74f4e8ee@example.com::Mechanical::1st Year,Student_5fecdefe::student_5fecdefe@example.com::Mechanical::1st Year",
Room 3088,run_adf91595,Male_Mechanical_Yr1st Year,0.9885,"Student_8c694729::student_8c694729@example.com::Mechanical::1st Year,Student_f035ca4a::student_f035ca4a@example.com::Mechanical::1st Year,Student_e0aca472::student_e0aca472@example.com::Mechanical::1st Year",
Room 3089,run_adf91595,Male_Mechanical_Yr1st Year,0.9883,"Student_8132eb6b::student_8132eb6b@example.com::Mechanical::1st Year,Student_f17bf51d::student_f17bf51d@example.com::Mechanical::1st Year,Student_1bf42a28::student_1bf42a28@example.com::Mechanical::1st Year",
Room 3090,run_adf91595,Male_Mechanical_Yr1st Year,0.9882,"Student_ff731423::student_ff731423@example.com::Mechanical::1st Year,Student_80b0c9f7::student_80b0c9f7@example.com::Mechanical::1st Year,Student_5fcd984e::student_5fcd984e@example.com::Mechanical::1st Year",
Room 3091,run_adf91595,Male_Mechanical_Yr1st Year,0.9881,"Student_8d86c1b2::student_8d86c1b2@example.com::Mechanical::1st Year,Student_3850da47::student_3850da47@example.com::Mechanical::1st Year,Student_46ed1034::student_46ed1034@example.com::Mechanical::1st Year",
Room 3092,run_adf91595,Male_Mechanical_Yr1st Year,0.9879,"Student_9b9acc14::student_9b9acc14@example.com::Mechanical::1st Year,Student_c4006609::student_c4006609@example.com::Mechanical::1st Year,Student_7ac86e37::student_7ac86e37@example.com::Mechanical::1st Year",
Room 3093,run_adf91595,Male_Mechanical_Yr1st Year,0.9877,"Student_8d633632::student_8d633632@example.com::Mechanical::1st Year,Student_b05f2a09::student_b05f2a09@example.com::Mechanical::1st Year,Student_784f8676::student_784f8676@example.com::Mechanical::1st Year",
Room 3094,run_adf91595,Male_Mechanical_Yr1st Year,0.9877,"Student_f589d475::student_f589d475@example.com::Mechanical::1st Year,Student_76494c75::student_76494c75@example.com::Mechanical::1st Year,Student_f8b708b0::student_f8b708b0@example.com::Mechanical::1st Year",
Room 3095,run_adf91595,Male_Mechanical_Yr1st Year,0.9876,"Student_41df2cc6::student_41df2cc6@example.com::Mechanical::1st Year,Student_4d2577e4::student_4d2577e4@example.com::Mechanical::1st Year,Student_a3bc6d49::student_a3bc6d49@example.com::Mechanical::1st Year",
Room 3096,run_adf91595,Male_Mechanical_Yr1st Year,0.9869,"Student_20dc3e02::student_20dc3e02@example.com::Mechanical::1st Year,Student_87c35da3::student_87c35da3@example.com::Mechanical::1st Year,Student_b59fbc76::student_b59fbc76@example.com::Mechanical::1st Year",
Room 3097,run_adf91595,Male_Mechanical_Yr1st Year,0.9864,"Student_13558564::student_13558564@example.com::Mechanical::1st Year,Student_7a69fa4f::student_7a69fa4f@example.com::Mechanical::1st Year,Student_87150018::student_87150018@example.com::Mechanical::1st Year",
Room 3098,run_adf91595,Male_Mechanical_Yr1st Year,0.9864,"Student_7e56f559::student_7e56f559@example.com::Mechanical::1st Year,Student_5c76d48c::student_5c76d48c@example.com::Mechanical::1st Year,Student_573a162c::student_573a162c@example.com::Mechanical::1st Year",
Room 3099,run_adf91595,Male_Mechanical_Yr1st Year,0.9864,"Student_a14316e1::student_a14316e1@example.com::Mechanical::1st Year,Student_a621f9d4::student_a621f9d4@example.com::Mechanical::1st Year,Student_6a5e6070::student_6a5e6070@example.com::Mechanical::1st Year",
Room 3100,run_adf91595,Male_Mechanical_Yr1st Year,0.9862,"Student_c297caef::student_c297caef@example.com::Mechanical::1st Year,Student_357e0278::student_357e0278@example.com::Mechanical::1st Year,Student_5cca0d7d::student_5cca0d7d@example.com::Mechanical::1st Year",
Room 3101,run_adf91595,Male_Mechanical_Yr1st Year,0.9861,"Student_bc590461::student_bc590461@example.com::Mechanical::1st Year,Student_830b370b::student_830b370b@example.com::Mechanical::1st Year,Student_f7a0a442::student_f7a0a442@example.com::Mechanical::1st Year",
Room 3102,run_adf91595,Male_Mechanical_Yr1st Year,0.986,"Student_160decca::student_160decca@example.com::Mechanical::1st Year,Student_408096c0::student_408096c0@example.com::Mechanical::1st Year,Student_e58480a7::student_e58480a7@example.com::Mechanical::1st Year",
Room 3103,run_adf91595,Male_Mechanical_Yr1st Year,0.9859,"Student_7e09c6e7::student_7e09c6e7@example.com::Mechanical::1st Year,Student_d89ab3b2::student_d89ab3b2@example.com::Mechanical::1st Year,Student_ff2457f3::student_ff2457f3@example.com::Mechanical::1st Year",
Room 3104,run_adf91595,Male_Mechanical_Yr1st Year,0.9858,"Student_ad235666::student_ad235666@example.com::Mechanical::1st Year,Student_bb265855::student_bb265855@example.com::Mechanical::1st Year,Student_6cff7765::student_6cff7765@example.com::Mechanical::1st Year",
Room 3105,run_adf91595,Male_Mechanical_Yr1st Year,0.9857,"Student_d8b06cc1::student_d8b06cc1@example.com::Mechanical::1st Year,Student_e88d7727::student_e88d7727@example.com::Mechanical::1st Year,Student_8d9a382e::student_8d9a382e@example.com::Mechanical::1st Year",
Room 3106,run_adf91595,Male_Mechanical_Yr1st Year,0.9854,"Student_aa495a9a::student_aa495a9a@example.com::Mechanical::1st Year,Student_f653e094::student_f653e094@example.com::Mechanical::1st Year,Student_794a484b::student_794a484b@example.com::Mechanical::1st Year",
Room 3107,run_adf91595,Male_Mechanical_Yr1st Year,0.9851,"Student_c90dfefd::student_c90dfefd@example.com::Mechanical::1st Year,Student_82eae71c::student_82eae71c@example.com::Mechanical::1st Year,Student_a9520d7a::student_a9520d7a@example.com::Mechanical::1st Year",
Room 3108,run_adf91595,Male_Mechanical_Yr1st Year,0.9848,"Student_28fafe55::student_28fafe55@example.com::Mechanical::1st Year,Student_6b902513::student_6b902513@example.com::Mechanical::1st Year,Student_dcf7a019::student_dcf7a019@example.com::Mechanical::1st Year",
Room 3109,run_adf91595,Male_Mechanical_Yr1st Year,0.9845,"Student_33fd4992::student_33fd4992@example.com::Mechanical::1st Year,Student_c420a83f::student_c420a83f@example.com::Mechanical::1st Year,Student_8e4c9b5e::student_8e4c9b5e@example.com::Mechanical::1st Year",
Room 3110,run_adf91595,Male_Mechanical_Yr1st Year,0.9844,"Student_0a72491e::student_0a72491e@example.com::Mechanical::1st Year,Student_21e002dc::student_21e002dc@example.com::Mechanical::1st Year,Student_8b2ca4b4::student_8b2ca4b4@example.com::Mechanical::1st Year",
Room 3111,run_adf91595,Male_Mechanical_Yr1st Year,0.984,"Student_62e3bb99::student_62e3bb99@example.com::Mechanical::1st Year,Student_0b3368e0::student_0b3368e0@example.com::Mechanical::1st Year,Student_c954713a::student_c954713a@example.com::Mechanical::1st Year",
Room 3112,run_adf91595,Male_Mechanical_Yr1st Year,0.9836,"Student_814e1a7b::student_814e1a7b@example.com::Mechanical::1st Year,Student_da8c5c2e::student_da8c5c2e@example.com::Mechanical::1st Year,Student_e8080703::student_e8080703@example.com::Mechanical::1st Year",
Room 3113,run_adf91595,Male_Mechanical_Yr1st Year,0.9834,"Student_424d2e51::student_424d2e51@example.com::Mechanical::1st Year,Student_67085aea::student_67085aea@example.com::Mechanical::1st Year,Student_3d703a53::student_3d703a53@example.com::Mechanical::1st Year",
Room 3114,run_adf91595,Male_Mechanical_Yr1st Year,0.9833,"Student_0c57571c::student_0c57571c@example.com::Mechanical::1st Year,Student_e3cb49df::student_e3cb49df@example.com::Mechanical::1st Year,Student_46ed836e::student_46ed836e@example.com::Mechanical::1st Year",
Room 3115,run_adf91595,Male_Mechanical_Yr1st Year,0.9833,"Student_5262fb2f::student_5262fb2f@example.com::Mechanical::1st Year,Student_346a70b9::student_346a70b9@example.com::Mechanical::1st Year,Student_c3b423e7::student_c3b423e7@example.com::Mechanical::1st Year",
Room 3116,run_adf91595,Male_Mechanical_Yr1st Year,0.9831,"Student_f3cda835::student_f3cda835@example.com::Mechanical::1st Year,Student_e4f66a7f::student_e4f66a7f@example.com::Mechanical::1st Year,Student_f7641eb1::student_f7641eb1@example.com::Mechanical::1st Year",
Room 3117,run_adf91595,Male_Mechanical_Yr1st Year,0.983,"Student_9afff4bb::student_9afff4bb@example.com::Mechanical::1st Year,Student_18953806::student_18953806@example.com::Mechanical::1st Year,Student_176cc433::student_176cc433@example.com::Mechanical::1st Year",
Room 3118,run_adf91595,Male_Mechanical_Yr1st Year,0.9829,"Student_1c4c6e11::student_1c4c6e11@example.com::Mechanical::1st Year,Student_59db77d8::student_59db77d8@example.com::Mechanical::1st Year,Student_9727f843::student_9727f843@example.com::Mechanical::1st Year",
Room 3119,run_adf91595,Male_Mechanical_Yr1st Year,0.9828,"Student_007dfcb7::student_007dfcb7@example.com::Mechanical::1st Year,Student_b7cc943f::student_b7cc943f@example.com::Mechanical::1st Year,Student_e1031883::student_e1031883@example.com::Mechanical::1st Year",
Room 3120,run_adf91595,Male_Mechanical_Yr1st Year,0.9827,"Student_0e817792::student_0e817792@example.com::Mechanical::1st Year,Student_b7974434::student_b7974434@example.com::Mechanical::1st Year,Student_85acbfdf::student_85acbfdf@example.com::Mechanical::1st Year",
Room 3121,run_adf91595,Male_Mechanical_Yr1st Year,0.9822,"Student_55ef3293::student_55ef3293@example.com::Mechanical::1st Year,Student_494882b0::student_494882b0@example.com::Mechanical::1st Year,Student_9c7ae719::student_9c7ae719@example.com::Mechanical::1st Year",
Room 3122,run_adf91595,Male_Mechanical_Yr1st Year,0.9822,"Student_01ab3958::student_01ab3958@example.com::Mechanical::1st Year,Student_790798dc::student_790798dc@example.com::Mechanical::1st Year,Student_714498f5::student_714498f5@example.com::Mechanical::1st Year",
Room 3123,run_adf91595,Male_Mechanical_Yr1st Year,0.9821,"Student_9b9b9295::student_9b9b9295@example.com::Mechanical::1st Year,Student_8b5c50c5::student_8b5c50c5@example.com::Mechanical::1st Year,Student_83e39c61::student_83e39c61@example.com::Mechanical::1st Year",
Room 3124,run_adf91595,Male_Mechanical_Yr1st Year,0.9817,"Student_3a7c42bb::student_3a7c42bb@example.com::Mechanical::1st Year,Student_8620ae3e::student_8620ae3e@example.com::Mechanical::1st Year,Student_76ea50fa::student_76ea50fa@example.com::Mechanical::1st Year",
Room 3125,run_adf91595,Male_Mechanical_Yr1st Year,0.9817,"Student_5f5cd58e::student_5f5cd58e@example.com::Mechanical::1st Year,Student_9c9d3f8d::student_9c9d3f8d@example.com::Mechanical::1st Year,Student_31f514ca::student_31f514ca@example.com::Mechanical::1st Year",
Room 3126,run_adf91595,Male_Mechanical_Yr1st Year,0.9812,"Student_f95e8cdb::student_f95e8cdb@example.com::Mechanical::1st Year,Student_ecb93532::student_ecb93532@example.com::Mechanical::1st Year,Student_dcf41572::student_dcf41572@example.com::Mechanical::1st Year",
Room 3127,run_adf91595,Male_Mechanical_Yr1st Year,0.9812,"Student_62562747::student_62562747@example.com::Mechanical::1st Year,Student_9a7d9dcb::student_9a7d9dcb@example.com::Mechanical::1st Year,Student_bf46e895::student_bf46e895@example.com::Mechanical::1st Year",
Room 3128,run_adf91595,Male_Mechanical_Yr1st Year,0.9812,"Student_97e0cef7::student_97e0cef7@example.com::Mechanical::1st Year,Student_a86f9374::student_a86f9374@example.com::Mechanical::1st Year,Student_9df03527::student_9df03527@example.com::Mechanical::1st Year",
Room 3129,run_adf91595,Male_Mechanical_Yr1st Year,0.9812,"Student_ee926521::student_ee926521@example.com::Mechanical::1st Year,Student_5de54923::student_5de54923@example.com::Mechanical::1st Year,Student_17a3fa91::student_17a3fa91@example.com::Mechanical::1st Year",
Room 3130,run_adf91595,Male_Mechanical_Yr1st Year,0.9809,"Student_647eac4f::student_647eac4f@example.com::Mechanical::1st Year,Student_9b808d84::student_9b808d84@example.com::Mechanical::1st Year,Student_600019b5::student_600019b5@example.com::Mechanical::1st Year",
Room 3131,run_adf91595,Male_Mechanical_Yr1st Year,0.98,"Student_f0910d89::student_f0910d89@example.com::Mechanical::1st Year,Student_7e570de1::student_7e570de1@example.com::Mechanical::1st Year,Student_86639a6e::student_86639a6e@example.com::Mechanical::1st Year",
Room 3132,run_adf91595,Male_Mechanical_Yr1st Year,0.9797,"Student_be21e0e4::student_be21e0e4@example.com::Mechanical::1st Year,Student_ea3ccc41::student_ea3ccc41@example.com::Mechanical::1st Year,Student_b1a1d806::student_b1a1d806@example.com::Mechanical::1st Year",
Room 3133,run_adf91595,Male_Mechanical_Yr1st Year,0.9797,"Student_9b50475d::student_9b50475d@example.com::Mechanical::1st Year,Student_8967c1d6::student_8967c1d6@example.com::Mechanical::1st Year,Student_53ea52f3::student_53ea52f3@example.com::Mechanical::1st Year",
Room 3134,run_adf91595,Male_Mechanical_Yr1st Year,0.9794,"Student_de7a0c0a::student_de7a0c0a@example.com::Mechanical::1st Year,Student_8506b16c::student_8506b16c@example.com::Mechanical::1st Year,Student_872b2aa0::student_872b2aa0@example.com::Mechanical::1st Year",
Room 3135,run_adf91595,Male_Mechanical_Yr1st Year,0.9791,"Student_2cb62fab::student_2cb62fab@example.com::Mechanical::1st Year,Student_2d50b545::student_2d50b545@example.com::Mechanical::1st Year,Student_26759cce::student_26759cce@example.com::Mechanical::1st Year",
Room 3136,run_adf91595,Male_Mechanical_Yr1st Year,0.9789,"Student_0fa50a89::student_0fa50a89@example.com::Mechanical::1st Year,Student_1820b7c4::student_1820b7c4@example.com::Mechanical::1st Year,Student_568f9e6c::student_568f9e6c@example.com::Mechanical::1st Year",
Room 3137,run_adf91595,Male_Mechanical_Yr1st Year,0.9785,"Student_6250747f::student_6250747f@example.com::Mechanical::1st Year,Student_fb4a7f0b::student_fb4a7f0b@example.com::Mechanical::1st Year,Student_9899eec2::student_9899eec2@example.com::Mechanical::1st Year",
Room 3138,run_adf91595,Male_Mechanical_Yr1st Year,0.9783,"Student_39b3eec8::student_39b3eec8@example.com::Mechanical::1st Year,Student_368ae7ee::student_368ae7ee@example.com::Mechanical::1st Year,Student_59bf9c3b::student_59bf9c3b@example.com::Mechanical::1st Year",
Room 3139,run_adf91595,Male_Mechanical_Yr1st Year,0.9779,"Student_da26bd6f::student_da26bd6f@example.com::Mechanical::1st Year,Student_8ab6d82e::student_8ab6d82e@example.com::Mechanical::1st Year,Student_e1a6e379::student_e1a6e379@example.com::Mechanical::1st Year",
Room 3140,run_adf91595,Male_Mechanical_Yr1st Year,0.9778,"Student_cd45a2b3::student_cd45a2b3@example.com::Mechanical::1st Year,Student_e47ee5a5::student_e47ee5a5@example.com::Mechanical::1st Year,Student_c8566687::student_c8566687@example.com::Mechanical::1st Year",
Room 3141,run_adf91595,Male_Mechanical_Yr1st Year,0.9776,"Student_bb2de0f9::student_bb2de0f9@example.com::Mechanical::1st Year,Student_1faf2ac4::student_1faf2ac4@example.com::Mechanical::1st Year,Student_a37c33eb::student_a37c33eb@example.com::Mechanical::1st Year",
Room 3142,run_adf91595,Male_Mechanical_Yr1st Year,0.9764,"Student_4c957280::student_4c957280@example.com::Mechanical::1st Year,Student_41c487ff::student_41c487ff@example.com::Mechanical::1st Year,Student_515045d1::student_515045d1@example.com::Mechanical::1st Year",
Room 3143,run_adf91595,Male_Mechanical_Yr1st Year,0.976,"Student_aed0507c::student_aed0507c@example.com::Mechanical::1st Year,Student_e8c7ecae::student_e8c7ecae@example.com::Mechanical::1st Year,Student_32076858::student_32076858@example.com::Mechanical::1st Year",
Room 3144,run_adf91595,Male_Mechanical_Yr1st Year,0.9758,"Student_7d1f07d5::student_7d1f07d5@example.com::Mechanical::1st Year,Student_40646832::student_40646832@example.com::Mechanical::1st Year,Student_c468ef19::student_c468ef19@example.com::Mechanical::1st Year",
Room 3145,run_adf91595,Male_Mechanical_Yr1st Year,0.9747,"Student_420cbb10::student_420cbb10@example.com::Mechanical::1st Year,Student_4b86342f::student_4b86342f@example.com::Mechanical::1st Year,Student_55af0989::student_55af0989@example.com::Mechanical::1st Year",
Room 3146,run_adf91595,Male_Mechanical_Yr1st Year,0.9735,"Student_cd57fbe8::student_cd57fbe8@example.com::Mechanical::1st Year,Student_ac61fe05::student_ac61fe05@example.com::Mechanical::1st Year,Student_3f78039a::student_3f78039a@example.com::Mechanical::1st Year",
Room 3147,run_adf91595,Male_Mechanical_Yr1st Year,0.9728,"Student_a0a13560::student_a0a13560@example.com::Mechanical::1st Year,Student_0a650cea::student_0a650cea@example.com::Mechanical::1st Year,Student_8022f1df::student_8022f1df@example.com::Mechanical::1st Year",
Room 3148,run_adf91595,Male_Mechanical_Yr1st Year,0.9724,"Student_aa78eab7::student_aa78eab7@example.com::Mechanical::1st Year,Student_6df44372::student_6df44372@example.com::Mechanical::1st Year,Student_aa8e3d56::student_aa8e3d56@example.com::Mechanical::1st Year",
Room 3149,run_adf91595,Male_Mechanical_Yr1st Year,0.9699,"Student_64fe781c::student_64fe781c@example.com::Mechanical::1st Year,Student_37a8119f::student_37a8119f@example.com::Mechanical::1st Year,Student_005708b3::student_005708b3@example.com::Mechanical::1st Year",
Room 3150,run_adf91595,Male_Mechanical_Yr1st Year,0.9697,"Student_cf59a082::student_cf59a082@example.com::Mechanical::1st Year,Student_7ae38a94::student_7ae38a94@example.com::Mechanical::1st Year,Student_f6906234::student_f6906234@example.com::Mechanical::1st Year",
Room 3151,run_adf91595,Male_Mechanical_Yr1st Year,0.9696,"Student_d6a01ce6::student_d6a01ce6@example.com::Mechanical::1st Year,Student_06971970::student_06971970@example.com::Mechanical::1st Year,Student_c8b66f21::student_c8b66f21@example.com::Mechanical::1st Year",
Room 3152,run_adf91595,Male_Mechanical_Yr1st Year,0.9681,"Student_c9f258a4::student_c9f258a4@example.com::Mechanical::1st Year,Student_080aeff6::student_080aeff6@example.com::Mechanical::1st Year,Student_0a016075::student_0a016075@example.com::Mechanical::1st Year",
Room 3153,run_adf91595,Male_Mechanical_Yr1st Year,0.9673,"Student_36a24f38::student_36a24f38@example.com::Mechanical::1st Year,Student_f542215f::student_f542215f@example.com::Mechanical::1st Year,Student_3ddd321a::student_3ddd321a@example.com::Mechanical::1st Year",
Room 3154,run_adf91595,Male_Mechanical_Yr1st Year,0.9669,"Student_a4e02562::student_a4e02562@example.com::Mechanical::1st Year,Student_76adc366::student_76adc366@example.com::Mechanical::1st Year,Student_1e9c8371::student_1e9c8371@example.com::Mechanical::1st Year",
Room 3155,run_adf91595,Male_Mechanical_Yr1st Year,0.9662,"Student_e819092f::student_e819092f@example.com::Mechanical::1st Year,Student_f0b6df18::student_f0b6df18@example.com::Mechanical::1st Year,Student_e17e3c9d::student_e17e3c9d@example.com::Mechanical::1st Year",
Room 3156,run_adf91595,Male_Mechanical_Yr1st Year,0.9655,"Student_835140cf::student_835140cf@example.com::Mechanical::1st Year,Student_af075458::student_af075458@example.com::Mechanical::1st Year,Student_71b3ca09::student_71b3ca09@example.com::Mechanical::1st Year",
Room 3157,run_adf91595,Male_Mechanical_Yr1st Year,0.9645,"Student_d3ae16cc::student_d3ae16cc@example.com::Mechanical::1st Year,Student_5633e344::student_5633e344@example.com::Mechanical::1st Year,Student_82f27175::student_82f27175@example.com::Mechanical::1st Year",
Room 3158,run_adf91595,Male_Mechanical_Yr1st Year,0.9633,"Student_190b8cb6::student_190b8cb6@example.com::Mechanical::1st Year,Student_7fb97a53::student_7fb97a53@example.com::Mechanical::1st Year,Student_cc3ef289::student_cc3ef289@example.com::Mechanical::1st Year",
Room 3159,run_adf91595,Male_Mechanical_Yr1st Year,0.9597,"Student_05a8c935::student_05a8c935@example.com::Mechanical::1st Year,Student_961c1561::student_961c1561@example.com::Mechanical::1st Year,Student_0292bc56::student_0292bc56@example.com::Mechanical::1st Year",
Room 3160,run_adf91595,Male_Mechanical_Yr1st Year,0.9595,"Student_7fceac12::student_7fceac12@example.com::Mechanical::1st Year,Student_e566fa41::student_e566fa41@example.com::Mechanical::1st Year,Student_b67b58ca::student_b67b58ca@example.com::Mechanical::1st Year",
Room 3161,run_adf91595,Male_Mechanical_Yr1st Year,0.9581,"Student_e8753af1::student_e8753af1@example.com::Mechanical::1st Year,Student_d26b768b::student_d26b768b@example.com::Mechanical::1st Year,Student_79aca84b::student_79aca84b@example.com::Mechanical::1st Year",
Room 3162,run_adf91595,Male_Mechanical_Yr1st Year,0.9568,"Student_80b51ff3::student_80b51ff3@example.com::Mechanical::1st Year,Student_c91918b7::student_c91918b7@example.com::Mechanical::1st Year,Student_4f2e2b53::student_4f2e2b53@example.com::Mechanical::1st Year",
Room 3163,run_adf91595,Male_Mechanical_Yr1st Year,0.9568,"Student_87995e48::student_87995e48@example.com::Mechanical::1st Year,Student_b39dbb62::student_b39dbb62@example.com::Mechanical::1st Year,Student_097f0963::student_097f0963@example.com::Mechanical::1st Year",
Room 3164,run_adf91595,Male_Mechanical_Yr1st Year,0.9538,"Student_094eb6d3::student_094eb6d3@example.com::Mechanical::1st Year,Student_1cd03e03::student_1cd03e03@example.com::Mechanical::1st Year,Student_f9bfafbe::student_f9bfafbe@example.com::Mechanical::1st Year",
Room 3165,run_adf91595,Male_Mechanical_Yr1st Year,0.951,"Student_c3ea36b9::student_c3ea36b9@example.com::Mechanical::1st Year,Student_d285d045::student_d285d045@example.com::Mechanical::1st Year,Student_fe62bb08::student_fe62bb08@example.com::Mechanical::1st Year",
Room 3166,run_adf91595,Male_Mechanical_Yr1st Year,0.9427,"Student_4ada6864::student_4ada6864@example.com::Mechanical::1st Year,Student_7368a9fb::student_7368a9fb@example.com::Mechanical::1st Year,Student_f44da539::student_f44da539@example.com::Mechanical::1st Year",
Room 3167,run_adf91595,Male_Mechanical_Yr1st Year,0.9379,"Student_87fd50e3::student_87fd50e3@example.com::Mechanical::1st Year,Student_1fb689a8::student_1fb689a8@example.com::Mechanical::1st Year,Student_670c6419::student_670c6419@example.com::Mechanical::1st Year",
